1	 future	1
1	γαμήσια πίτας	1
1	ñoña	1
1	Ömer Faruk Sorak	1
1	Ágnes Hranitzky	1
1	your shirt look like a curtain	1
1	young adult	1
1	yet to watch	1
1	yet to seen	1
1	yakuza	1
1	x-telerama-dialogues	1
1	x-arnold	1
1	writer:Robert Benton	1
1	writer:Andrew Lloyd Webber	1
1	would have benefited from higher production values	1
1	woman carried onto tall building	1
1	without Martha	1
1	wierd	1
1	wicked special effects	1
1	whiny	1
1	what the fuck?	1
1	well made	1
1	weather reporter as protagonist	1
1	way too long	1
1	water	1
1	watched it for the boobs	1
1	wartime	1
1	war on terror	1
1	war movie	1
1	want it	1
1	wanna watch	1
1	vulgar	1
1	voodoo	1
1	visual effects	1
1	visual	1
1	visceral	1
1	ving rhames	1
1	village	1
1	vignettes	1
1	vigilantism	1
1	videotape	1
1	videogame	1
1	vegas	1
1	val kilmer	1
1	v	1
1	updated class	1
1	unwatchable sadism	1
1	unreliable narrators	1
1	unfitting soundtrack	1
1	undressing	1
1	underdog	1
1	twist	1
1	true love	1
1	trucks	1
1	troy library	1
1	treasure hunt	1
1	travel film	1
1	transposition	1
1	train station	1
1	toplist12	1
1	toplist08	1
1	topic:propaganda	1
1	topic:managed health care	1
1	topic:euthanasia	1
1	topic:author	1
1	topic:Lenny Bruce	1
1	topic:Jane Austen	1
1	topic:Hunter S. Thompson	1
1	topic:Hugo Chavez	1
1	too simple plot	1
1	too brutal	1
1	tongue-in-cheek	1
1	tolkien	1
1	to see: superhero	1
1	to see: sci fi	1
1	to see	1
1	thrilling	1
1	this is the archetypal 'good sci-fi action' movie. it simply doesn't get better than this.	1
1	the rock	1
1	the original is better	1
1	the fly	1
1	the exorcist ripoff	1
1	the classic sci fi movie. must see.	1
1	tennis	1
1	temperature raising	1
1	teleportation	1
1	telepathy	1
1	teenage	1
1	teen pregnancy	1
1	tedious after a while	1
1	tear jerker	1
1	tattoo	1
1	tarantesque	1
1	tall tales	1
1	tale	1
1	sword war	1
1	sword fighting	1
1	sword and sandal	1
1	switching places	1
1	sweet and romantic	1
1	swedish	1
1	surya	1
1	survival horror	1
1	surprisingly good	1
1	superpowers	1
1	superb fighting skills	1
1	superb	1
1	subgenre:vampire	1
1	subgenre:fairy tale	1
1	stunts	1
1	strong leadership	1
1	strong female lead	1
1	street life	1
1	storytelling	1
1	stereotyping	1
1	stephen king	1
1	static camera	1
1	starring:Jack Lemmon&Walter Matthau	1
1	star wards	1
1	stage magic	1
1	spy thriller	1
1	sport:professional wrestling	1
1	sport:golf	1
1	sport:car racing (NASCAR)	1
1	sport:basketball	1
1	sport:arm wrestling	1
1	spooky	1
1	splatter	1
1	spider	1
1	speed	1
1	speech	1
1	spaceships	1
1	space station	1
1	space battles	1
1	space battle	1
1	source:Pygmalion myth	1
1	someone to watch over me	1
1	social path	1
1	so bad it's good	1
1	snowman	1
1	slinge blade	1
1	slackers	1
1	sketch comedy	1
1	silly and stupid	1
1	sick	1
1	shakespeare	1
1	sf	1
1	sexy gayness	1
1	sexy food	1
1	sexual references	1
1	sexual	1
1	sexploitation	1
1	seventies	1
1	setting:submarine	1
1	setting:prison	1
1	setting:hotel	1
1	setting:diner	1
1	setting:Nazi Germany	1
1	sesame street	1
1	series:Pooh	1
1	series	1
1	serendipity	1
1	sequels	1
1	seen 2012	1
1	see Sideways instead	1
1	sean penn	1
1	sdfsdfsdfsdfsdfsdf	1
1	scientology propaganda	1
1	scary villain	1
1	scam	1
1	satanism	1
1	sappy	1
1	santa	1
1	sadism	1
1	sad but good	1
1	ryan gosling	1
1	rollerderby	1
1	rogues	1
1	robbery	1
1	road movie	1
1	ring	1
1	rich brat	1
1	rich and poor	1
1	retrofitted	1
1	respect verses fear	1
1	remakeOf:The Time Machine(1960)	1
1	remakeOf:The Shaggy Dog(1959)	1
1	remakeOf:Here Comes Mr. Jordan	1
1	remakeOf:An Officer and a Gentleman?	1
1	remake of an asian film	1
1	remadeAs:Payback(1999)	1
1	religious bigotry	1
1	religion:Xian	1
1	relations	1
1	related:The Player	1
1	related:The Matrix (1999)	1
1	related:Rio Bravo	1
1	related:Casablanca	1
1	related:Bananas!* (2009)	1
1	related:007 (series)	1
1	realisitc	1
1	rap	1
1	rad	1
1	race issues	1
1	quote:	1
1	puppies	1
1	psychic powers	1
1	prototype	1
1	protagonist is teacher	1
1	protagonist is disorientated by foreign language and culture	1
1	protagonist is an assassin	1
1	protagonist is a writer	1
1	probably Steve Martin's worst comedy	1
1	priest	1
1	president assasination	1
1	prequel to:The Two Jakes	1
1	prequel	1
1	prehistoric	1
1	pre-code Hollywood	1
1	practical effects	1
1	postwar	1
1	postmodernism	1
1	post-college	1
1	pop art	1
1	political corruption	1
1	poets	1
1	playwright:Noel Coward	1
1	playwright:MoliÃ¨re	1
1	playwright:Euripides	1
1	playwright:Arthur Miller	1
1	playwright:Andrew Lloyd Webber	1
1	pimps	1
1	pick-dad	1
1	photographer	1
1	phone ringing	1
1	phantasy	1
1	perfect entertainment	1
1	paul dano	1
1	paternalism	1
1	pastiche	1
1	parkour	1
1	parenthood	1
1	pairing of Antonio Banderas and Madonna was strange.	1
1	paired with:Pan's Labyrinth	1
1	painting	1
1	pagan	1
1	owned	1
1	overly tangled	1
1	outrageous gore	1
1	ouch	1
1	original and creepy.	1
1	orgy	1
1	or Enjoy Your Bath! (Ironiya sudby	1
1	opera	1
1	on the Beach (Hai tan de yi tian) (1983)"	1
1	old-fashioned	1
1	old movie	1
1	old FX quality	1
1	ok ok Movie	1
1	notable soundtrack	1
1	not to be confused with feature	1
1	not good at all	1
1	not believable	1
1	nonsensical	1
1	non-horror	1
1	non interesting	1
1	noir	1
1	no matter what role it is i will not change my persona everybody worships 'the cruise'	1
1	no fa ganes	1
1	nintendo	1
1	nicolas cage	1
1	nice effects	1
1	never saw	1
1	netflixq	1
1	netflix streaming	1
1	netflix	1
1	neorealism	1
1	neo Nazi	1
1	neil gaiman	1
1	needles	1
1	nascar	1
1	n'hi ha de millors d'aquest genere	1
1	mystic warriors	1
1	mysterious benefactor	1
1	myTag1	1
1	my computer	1
1	must see!	1
1	music industry	1
1	music documentary	1
1	murderer	1
1	murder/fatality	1
1	multiple personalities	1
1	mountains	1
1	mortecai	1
1	morricone score	1
1	moral ambiguity	1
1	monster:giant gorilla	1
1	monks	1
1	monkey	1
1	molt criticada	1
1	modern myth	1
1	mis-rated	1
1	minimalist	1
1	military recruits/training	1
1	mildly interesting	1
1	migraine headache	1
1	merry-go-round	1
1	mentor	1
1	men being taught how to woo	1
1	meh	1
1	medical abuse	1
1	mass murder/terrorism	1
1	maria callas	1
1	man	1
1	mall	1
1	mala vida	1
1	mainstream	1
1	magazines	1
1	luke	1
1	lovely	1
1	lovecraftian	1
1	looong movie	1
1	looks interesting -- plot	1
1	looks bad but i'm curious	1
1	lone hero	1
1	live action/animation	1
1	lions	1
1	lindsay lohan	1
1	limada	1
1	lightsabers	1
1	life in projects	1
1	libertarian	1
1	lesbians	1
1	leone	1
1	lenta	1
1	leading man too old.	1
1	lasers	1
1	laser sword	1
1	larry david	1
1	kung-fu	1
1	kkkk	1
1	kill	1
1	kick-ass	1
1	juvenile	1
1	just great	1
1	jousting	1
1	joseph campbell's study of mythology influenced	1
1	jonossa	1
1	johnwilliams	1
1	john waters	1
1	jodie foster	1
1	jk	1
1	jerry bruckheimer	1
1	jealousy	1
1	japanes	1
1	jane austen	1
1	jamie foxx head look like a box	1
1	j'ai deja vu ce film	1
1	interviews	1
1	interstellar war	1
1	interplanetary	1
1	interesting concept	1
1	intentionally bad	1
1	intelligent sci-fi	1
1	intelligent humor	1
1	insomnia	1
1	infidelity	1
1	individual heroism	1
1	indecent	1
1	impersonation	1
1	immortals	1
1	imaginative	1
1	idealism	1
1	iconic	1
1	ice skating	1
1	i hear its good	1
1	i have bad feeling about this	1
1	humour	1
1	hugh jackman	1
1	https://movielens.org/explore?tag=long&sortBy=tagScore	1
1	how world works	1
1	hot girls!	1
1	honeymoon	1
1	holes60s	1
1	holes40s	1
1	hobbit	1
1	hitman	1
1	historical epic	1
1	hijacking	1
1	highly overrated. Last ten minutes will do me fine.	1
1	high-tech	1
1	heroic journey	1
1	heroic bloodshed	1
1	heroic	1
1	hero quest	1
1	hedonist	1
1	heart warming	1
1	heard about it	1
1	headmistress	1
1	haven't seen it	1
1	has not aged well	1
1	happy ending	1
1	guitar	1
1	guerra nas estrelas	1
1	groundbreaking science-fiction	1
1	groundbreaking	1
1	great visual effects	1
1	great performances	1
1	great ending	1
1	great effects for its age	1
1	great classic	1
1	great cast	1
1	graffiti	1
1	google video	1
1	good vs. evil	1
1	good soundtrack	1
1	good sfx	1
1	good science fiction but a little old	1
1	good science fiction	1
1	good moive	1
1	good first in a series	1
1	good effects	1
1	good animation	1
1	good action fantasy	1
1	global warming	1
1	girl	1
1	ghibli	1
1	german expressionism	1
1	german	1
1	gentle	1
1	gay sex	1
1	gay marriage	1
1	gay friend	1
1	galactic empire	1
1	galactic	1
1	funny parts	1
1	funny eddie murphy	1
1	funniest movies	1
1	fun action	1
1	full frontal nudity	1
1	frightening	1
1	friends	1
1	freaks	1
1	force	1
1	forbidden love	1
1	flop	1
1	fish	1
1	first of its kind	1
1	finnish	1
1	filmaffinity top pick	1
1	film making	1
1	fight scenes	1
1	fictional history	1
1	feminist society	1
1	feminist	1
1	female warriors	1
1	female nudity	1
1	fav	1
1	father daughter relationship	1
1	fantacy	1
1	family wounds	1
1	family movie	1
1	family film	1
1	family dynamics	1
1	fairy tales	1
1	fairies	1
1	factory	1
1	fable	1
1	expose	1
1	exploitation	1
1	exploding heads	1
1	exiting	1
1	existencialism	1
1	exhilarating	1
1	excellent for its time	1
1	excellent comedy	1
1	evil churchman	1
1	evergreen	1
1	eternal life	1
1	episodic	1
1	epic story	1
1	ensemble	1
1	enlightening	1
1	engrossing adventure	1
1	emotion	1
1	emma watson	1
1	elijah wood	1
1	elephants	1
1	effects	1
1	editing to communicate theme	1
1	economics	1
1	easily confused with another title	1
1	earthquake	1
1	dwelling as character	1
1	dwelling a character	1
1	dummy	1
1	dráma	1
1	drunkenness	1
1	dreamworks	1
1	dreams	1
1	dramatic	1
1	drag	1
1	double feature	1
1	dork	1
1	door to the different world	1
1	don't want to see it	1
1	don't remember	1
1	doctors	1
1	distracting soundtrack	1
1	distorted reality	1
1	disambiguation:The Mask	1
1	digital	1
1	die antwoord	1
1	didja know there's a black police ociffer on our block? oh man there goes the neighborhood	1
1	did'nt get it	1
1	dickheads	1
1	development hell	1
1	design	1
1	denzel washington	1
1	delivery boy	1
1	deal with the devil	1
1	darfur	1
1	damn dirty apes	1
1	daft	1
1	cute robots	1
1	cute robot	1
1	cultural references	1
1	cryogenics	1
1	crying	1
1	crop circles	1
1	creature feature	1
1	crappy sequel	1
1	cousins	1
1	coup	1
1	couldn't finish	1
1	cosmos	1
1	cordial	1
1	cops	1
1	cool	1
1	concert	1
1	computer hacker	1
1	computer	1
1	complicated plot	1
1	competition:paraolympics	1
1	comic book style	1
1	comic book heroes	1
1	comet	1
1	comedy about witness protection/relocation	1
1	colour/B&W combo	1
1	coen brothers	1
1	coen bros	1
1	cliched	1
1	cliche	1
1	classic action adventure	1
1	class war	1
1	christmas movie	1
1	christian fundamentalism	1
1	chocolate	1
1	children's drama	1
1	cheerleading	1
1	cheating	1
1	character:Doctor Who	1
1	character based on real person:Muhammad Ali	1
1	character based on real person:Bob Dylan	1
1	cave	1
1	catastrophe	1
1	cast	1
1	cameo:Susie Bright	1
1	cameo-fest	1
1	but not seen	1
1	but a fun comedy.	1
1	buried alive	1
1	bullshit history	1
1	buena para los frikis	1
1	buddy movie	1
1	buddhism	1
1	btaegeshelf	1
1	brothers	1
1	boxing drama	1
1	bond	1
1	boat	1
1	blues	1
1	bloody	1
1	birth of great scifi ideas	1
1	biographical view	1
1	billy wilder	1
1	big page	1
1	best war films	1
1	best pokemon movie	1
1	benedict cumberbatch	1
1	ben stiller	1
1	being a kid again	1
1	beauty pageant	1
1	battle	1
1	bad!	1
1	bad remake	1
1	bad plot	1
1	bad acting	1
1	bachelor party	1
1	bab cinema	1
1	ax-grinding	1
1	awful	1
1	awesome dialogues	1
1	avi	1
1	autobiographical	1
1	author:william s. burroughs	1
1	author:Watty Piper	1
1	author:Walter Scott	1
1	author:Vladimir Nabokov	1
1	author:Victor Hugo	1
1	author:Tom Clancy?	1
1	author:Terry Pratchett	1
1	author:Stieg  Larsson	1
1	author:Stephenie Meyer	1
1	author:Stephen Crane	1
1	author:Shakespeare	1
1	author:Seth Grahame-Smith	1
1	author:S.E. Hinton	1
1	author:Robert Heinlein	1
1	author:Philip K. Dick	1
1	author:Mordecai Richler	1
1	author:Michael Crichton	1
1	author:Marion Zimmer Bradley	1
1	author:Mario Giordano	1
1	author:Louisa May Alcott	1
1	author:Lewis Carroll	1
1	author:Larry Doyle	1
1	author:Kurt Eichenwald	1
1	author:Jonathan Swift	1
1	author:John Updike	1
1	author:John Norman	1
1	author:Jay Parini	1
1	author:J. Swift	1
1	author:Hugh Lofting	1
1	author:HervÃ© Bazin	1
1	author:Herman Melville	1
1	author:Hemingway	1
1	author:Harlan Coben	1
1	author:Gustave Flaubert	1
1	author:Gillian Slovo	1
1	author:George Orwell [Eric Blair]	1
1	author:George L. Du Maurier	1
1	author:Fyodor Dostoyevsky	1
1	author:Frederick Forsyth	1
1	author:Edgar Rice Burroughs	1
1	author:Edgar Allan Poe	1
1	author:Dumas	1
1	author:David Mitchell	1
1	author:Dan Brown	1
1	author:D.H. Lawrence	1
1	author:Cornelia Funke	1
1	author:Chuck Palahniuk	1
1	author:Christianna Brand	1
1	author:Charlotte Bronte	1
1	author:Carolyn S. Briggs	1
1	author:C.S. Lewis	1
1	author:C. S. Forester	1
1	author:C. D. Payne	1
1	author:Brian Aldiss	1
1	author:Bret Easton Ellis	1
1	author:Alexandre Dumas	1
1	author:Alexander McCall Smith	1
1	author:Aldous Huxley	1
1	author:Albert Camus	1
1	author:A.B. 'Banjo' Paterson	1
1	author: Kirsty Gunn	1
1	author: Edgar Rice Burroughs	1
1	athlets	1
1	asshole	1
1	asdasd	1
1	ants	1
1	antiga	1
1	anti-hero	1
1	anthropology	1
1	antarctica	1
1	animed	1
1	animation & live action interact	1
1	animated masterpiece	1
1	animal:whale	1
1	animal:shark	1
1	animal:dog	1
1	animal cruelty	1
1	angelina jolie	1
1	anarchy	1
1	american football	1
1	america	1
1	alright	1
1	alone	1
1	alligator	1
1	alex pettyfer	1
1	al pacino	1
1	akshay kumar	1
1	agent/assassin with false memories/amnesia	1
1	affair	1
1	added	1
1	adapted from:stage play	1
1	adapted from:poem	1
1	adapted from:TV series	1
1	actress from Nathalie	1
1	actor's life	1
1	action classic	1
1	action adventure	1
1	absurd	1
1	aboregines	1
1	a gripping story of Arabic honor	1
1	a couple of well-thought surprises break the formula	1
1	a bit exagerated	1
1	Zombies	1
1	Zizek	1
1	Zak Knutson	1
1	Zafar Hai	1
1	Zack Keller	1
1	Zack Coffman	1
1	Zachary Gordon	1
1	Yves Angelo	1
1	Yves Allégret	1
1	Yoshiaki Kawajiri	1
1	Yolanda Ramke	1
1	Yay! Pie!	1
1	Yaron Shani	1
1	Yann Samuell	1
1	Yang Fengliang	1
1	Yakuza	1
1	Wong Kar-wai	1
1	Wolfgang Reitherman	1
1	Wolfgang Lauenstein	1
1	Wizards	1
1	William Witney	1
1	William Richert	1
1	William Hanna	1
1	William Greaves	1
1	Will Lovelace	1
1	Wilfred Jackson	1
1	Wesley Snipes	1
1	Well-acted.	1
1	Well Done	1
1	Wayne Wang	1
1	Watched multiple times as a teenager	1
1	Watch with kids	1
1	Watch Movie	1
1	Ward Wing	1
1	Walter Matthau	1
1	Walter Lang	1
1	Wallace and Gromit	1
1	Wai Ka Fa	1
1	WWII	1
1	W.C. Fields	1
1	Vittorio Taviani	1
1	Vitascope	1
1	Visually amazing	1
1	Vincente Minnelli	1
1	Vincent Price	1
1	Vincent Patar	1
1	Vincent Paronnaud	1
1	Victor Sjöström	1
1	Victor Schertzinger	1
1	Victor Köhler	1
1	Vicente Blasco Ibáñez	1
1	Venice Film Festival Winner 2007	1
1	Venice Film Festival Winner 2002	1
1	Vassiliki Khonsari	1
1	Vasili Pronin	1
1	Vanessa Redgrave	1
1	Van Johnson	1
1	Upton Sinclair	1
1	Untold Story of Ozploitation! (2008)"	1
1	Unsteady-cam	1
1	Unintentional Humor	1
1	Unexpected Ending	1
1	Une) (1988)"	1
1	Unchained Melody	1
1	Ubaldo Ragona	1
1	Tumey's VHS	1
1	Troma pictures	1
1	Trey Parker	1
1	Toys	1
1	Torture	1
1	Torrente	1
1	Toronto Film Festival Winner 2005	1
1	Toronto Film Festival Winner 1995	1
1	Too old. showing its age	1
1	Tony Bancroft	1
1	Tonino Valerii	1
1	Tomokazu Tokoro	1
1	Tomm Moore	1
1	Tom McNamara	1
1	Tom McGowan	1
1	Tom Berenger	1
1	Tolkien	1
1	Todd McCarthy	1
1	Tobias Lindholm	1
1	Tizza Covi	1
1	Tipica	1
1	Tim Robbins	1
1	Tim Hetherington	1
1	Tilman Remme	1
1	Tijuana	1
1	Tibet	1
1	Thomas Turgoose	1
1	Thomas Hardy	1
1	ThisIsAMust	1
1	Third Reich	1
1	They Might Be Giants	1
1	Then the Fireworks (1997)"	1
1	The) (1998) "	1
1	The) (1952)"	1
1	The first rule of MovieLens is we don't talk about Fight Club	1
1	The Series Was Better	1
